car_id,lane,change_in_velocity,initial_velocity,final_velocity,ahead_distance,label,time_to_destination
41,2,0.32767999999999997,4.949645,4.621965,12,Slow down,0.9670000000000005
42,0,0.0,5.0,5.0,33,Maintain,0.8480000000000008
43,2,0.0,5.0,5.0,46,Maintain,0.7620000000000005
44,0,0.0,5.0,5.0,32,Maintain,0.5069999999999997
45,2,0.0,5.0,5.0,79,Maintain,0.20199999999999996
46,0,-0.10000000000000009,2.2,2.3000000000000003,51,Accelerate,0.1850000000000005
25,1,0.0,5.0,5.0,80,Maintain,3.893
26,1,-0.10000000000000009,3.800000000000002,3.900000000000002,170,Accelerate,3.4539999999999997
28,2,-0.09999999999999964,4.100000000000001,4.200000000000001,117,Accelerate,3.0789999999999997
29,0,-0.10000000000000009,2.3000000000000007,2.400000000000001,97,Accelerate,2.6719999999999997
30,2,-0.10000000000000009,1.6000000000000003,1.7000000000000004,72,Accelerate,2.654
31,2,0.0,0.1,0.1,12,Maintain,2.4669999999999996
32,0,0.0,0.1,0.1,23,Maintain,2.399
33,2,0.0,0.1,0.1,0,Maintain,2.093
34,1,-0.10000000000000009,1.4000000000000001,1.5000000000000002,65,Accelerate,1.939
35,1,0.0,0.1,0.1,9,Maintain,1.6329999999999991
36,0,0.0,5.0,5.0,30,Maintain,1.411999999999999
37,1,-0.10000000000000009,3.800000000000002,3.900000000000002,91,Accelerate,1.3259999999999996
38,2,0.0,0.1,0.1,0,Maintain,1.241999999999999
39,0,0.0,5.0,5.0,45,Maintain,1.0879999999999992
40,1,-0.09999999999999987,1.9000000000000006,2.0000000000000004,66,Accelerate,1.036999999999999
41,2,0.8272550000000001,4.621965,3.7947100000000002,7,Slow down,0.9849999999999994
42,0,0.0,5.0,5.0,33,Maintain,0.8659999999999997
43,2,0.0,5.0,5.0,46,Maintain,0.7799999999999994
44,0,0.0,5.0,5.0,32,Maintain,0.5249999999999986
45,2,0.0,5.0,5.0,79,Maintain,0.21999999999999886
46,0,-0.10000000000000009,2.3000000000000003,2.4000000000000004,54,Accelerate,0.2029999999999994
25,1,0.0,5.0,5.0,80,Maintain,3.9099999999999993
26,1,-0.09999999999999964,3.900000000000002,4.000000000000002,171,Accelerate,3.4720000000000004
28,2,-0.09999999999999964,4.200000000000001,4.300000000000001,118,Accelerate,3.0970000000000004
29,0,-0.10000000000000009,2.400000000000001,2.500000000000001,100,Accelerate,2.6900000000000004
30,2,-0.10000000000000009,1.7000000000000004,1.8000000000000005,74,Accelerate,2.6720000000000006
31,2,0.0,0.1,0.1,14,Maintain,2.4850000000000003
32,0,0.0,0.1,0.1,25,Maintain,2.4170000000000007
33,2,0.0,0.1,0.1,0,Maintain,2.1110000000000007
34,1,-0.10000000000000009,1.5000000000000002,1.6000000000000003,68,Accelerate,1.9570000000000007
35,1,0.0,0.1,0.1,10,Maintain,1.6500000000000004
36,0,0.0,5.0,5.0,25,Maintain,1.4290000000000003
37,1,-0.09999999999999964,3.900000000000002,4.000000000000002,87,Accelerate,1.3430000000000009
38,2,0.0,0.1,0.1,0,Maintain,1.2590000000000003
39,0,0.0,5.0,5.0,45,Maintain,1.1050000000000004
40,1,-0.10000000000000009,2.0000000000000004,2.1000000000000005,68,Accelerate,1.0540000000000003
41,2,1.4146549999999998,3.7947100000000002,2.3800550000000005,3,Slow down,1.0020000000000007
42,0,0.0,5.0,5.0,33,Maintain,0.8830000000000009
43,2,0.0,5.0,5.0,45,Maintain,0.7970000000000006
44,0,0.0,5.0,5.0,32,Maintain,0.5419999999999998
45,2,0.0,5.0,5.0,79,Maintain,0.2370000000000001
46,0,-0.10000000000000009,2.4000000000000004,2.5000000000000004,57,Accelerate,0.22000000000000064
25,1,0.0,5.0,5.0,80,Maintain,3.9270000000000005
26,1,-0.09999999999999964,4.000000000000002,4.100000000000001,172,Accelerate,3.4880000000000004
28,2,-0.09999999999999964,4.300000000000001,4.4,119,Accelerate,3.1130000000000004
29,0,-0.10000000000000009,2.500000000000001,2.600000000000001,103,Accelerate,2.707
30,2,-0.10000000000000009,1.8000000000000005,1.9000000000000006,76,Accelerate,2.689
31,2,0.0,0.1,0.1,16,Maintain,2.502
32,0,0.0,0.1,0.1,27,Maintain,2.434
33,2,0.0,0.1,0.1,0,Maintain,2.128
34,1,-0.10000000000000009,1.6000000000000003,1.7000000000000004,70,Accelerate,1.9740000000000002
35,1,0.0,0.1,0.1,12,Maintain,1.6669999999999998
36,0,0.0,5.0,5.0,20,Maintain,1.4459999999999997
37,1,-0.09999999999999964,4.000000000000002,4.100000000000001,83,Accelerate,1.3600000000000003
38,2,0.0,0.1,0.1,0,Maintain,1.2759999999999998
39,0,0.0,5.0,5.0,45,Maintain,1.1219999999999999
40,1,-0.10000000000000009,2.1000000000000005,2.2000000000000006,70,Accelerate,1.0709999999999997
41,2,1.7887549999999999,2.3800550000000005,0.5913000000000006,1,Slow down,1.0190000000000001
42,0,0.0,5.0,5.0,33,Maintain,0.9000000000000004
43,2,0.0,5.0,5.0,42,Maintain,0.8140000000000001
44,0,0.0,5.0,5.0,32,Maintain,0.5589999999999993
45,2,0.0,5.0,5.0,79,Maintain,0.25399999999999956
46,0,-0.10000000000000009,2.5000000000000004,2.6000000000000005,60,Accelerate,0.2370000000000001
25,1,0.0,5.0,5.0,80,Maintain,3.9449999999999994
26,1,-0.09999999999999964,4.100000000000001,4.200000000000001,173,Accelerate,3.5059999999999993
28,2,-0.09999999999999964,4.4,4.5,120,Accelerate,3.1309999999999993
29,0,-0.10000000000000009,2.600000000000001,2.700000000000001,105,Accelerate,2.7239999999999993
30,2,-0.09999999999999987,1.9000000000000006,2.0000000000000004,78,Accelerate,2.7059999999999995
31,2,0.0,0.1,0.1,18,Maintain,2.5189999999999992
32,0,0.0,0.1,0.1,30,Maintain,2.4509999999999996
33,2,0.0,0.1,0.1,0,Maintain,2.1449999999999996
34,1,-0.10000000000000009,1.7000000000000004,1.8000000000000005,72,Accelerate,1.9909999999999997
35,1,0.0,0.1,0.1,14,Maintain,1.6839999999999993
36,0,3.134375,5.0,1.865625,15,Slow down,1.4629999999999992
37,1,-0.09999999999999964,4.100000000000001,4.200000000000001,79,Accelerate,1.3769999999999998
38,2,0.0,0.1,0.1,0,Maintain,1.2929999999999993
39,0,0.0,5.0,5.0,45,Maintain,1.1389999999999993
40,1,-0.10000000000000009,2.2000000000000006,2.3000000000000007,72,Accelerate,1.0879999999999992
41,2,0.4913000000000006,0.5913000000000006,0.1,0,Slow down,1.0359999999999996
42,0,0.0,5.0,5.0,33,Maintain,0.9169999999999998
43,2,0.0,5.0,5.0,38,Maintain,0.8309999999999995
44,0,0.0,5.0,5.0,32,Maintain,0.5759999999999987
45,2,0.0,5.0,5.0,79,Maintain,0.270999999999999
46,0,-0.10000000000000009,2.6000000000000005,2.7000000000000006,62,Accelerate,0.25399999999999956
25,1,0.0,5.0,5.0,80,Maintain,3.9609999999999994
26,1,-0.09999999999999964,4.200000000000001,4.300000000000001,174,Accelerate,3.5219999999999994
28,2,-0.09999999999999964,4.5,4.6,121,Accelerate,3.1469999999999994
29,0,-0.10000000000000009,2.700000000000001,2.800000000000001,107,Accelerate,2.7399999999999993
30,2,-0.10000000000000009,2.0000000000000004,2.1000000000000005,80,Accelerate,2.7219999999999995
31,2,0.0,0.1,0.1,20,Maintain,2.5349999999999993
32,0,-0.1,0.1,0.2,33,Accelerate,2.4669999999999996
33,2,0.0,0.1,0.1,0,Maintain,2.1609999999999996
34,1,-0.10000000000000009,1.8000000000000005,1.9000000000000006,74,Accelerate,2.0069999999999997
35,1,0.0,0.1,0.1,16,Maintain,1.6999999999999993
36,0,0.2545550000000001,1.865625,1.61107,13,Slow down,1.4789999999999992
37,1,-0.09999999999999964,4.200000000000001,4.300000000000001,75,Accelerate,1.3929999999999998
38,2,0.0,0.1,0.1,0,Maintain,1.3089999999999993
39,0,0.0,5.0,5.0,42,Maintain,1.1549999999999994
40,1,-0.10000000000000009,2.3000000000000007,2.400000000000001,74,Accelerate,1.1039999999999992
41,2,0.0,0.1,0.1,0,Maintain,1.0519999999999996
42,0,0.0,5.0,5.0,33,Maintain,0.9329999999999998
43,2,0.0,5.0,5.0,33,Maintain,0.8469999999999995
44,0,0.0,5.0,5.0,32,Maintain,0.5919999999999987
45,2,0.0,5.0,5.0,79,Maintain,0.28699999999999903
46,0,-0.10000000000000009,2.7000000000000006,2.8000000000000007,64,Accelerate,0.2699999999999996
25,1,0.0,5.0,5.0,80,Maintain,3.9780000000000006
26,1,-0.09999999999999964,4.300000000000001,4.4,175,Accelerate,3.5390000000000006
28,2,-0.09999999999999964,4.6,4.699999999999999,121,Accelerate,3.1640000000000006
29,0,-0.10000000000000009,2.800000000000001,2.9000000000000012,109,Accelerate,2.7570000000000006
30,2,-0.10000000000000009,2.1000000000000005,2.2000000000000006,83,Accelerate,2.7390000000000008
31,2,0.0,0.1,0.1,22,Maintain,2.5520000000000005
32,0,-0.10000000000000003,0.2,0.30000000000000004,36,Accelerate,2.484000000000001
33,2,0.0,0.1,0.1,0,Maintain,2.178000000000001
34,1,-0.09999999999999987,1.9000000000000006,2.0000000000000004,76,Accelerate,2.024000000000001
35,1,0.0,0.1,0.1,18,Maintain,1.7170000000000005
36,0,0.4094549999999999,1.61107,1.201615,11,Slow down,1.4960000000000004
37,1,-0.09999999999999964,4.300000000000001,4.4,71,Accelerate,1.410000000000001
38,2,0.0,0.1,0.1,0,Maintain,1.3260000000000005
39,0,0.0,5.0,5.0,39,Maintain,1.1720000000000006
40,1,-0.10000000000000009,2.400000000000001,2.500000000000001,76,Accelerate,1.1210000000000004
41,2,0.0,0.1,0.1,0,Maintain,1.0690000000000008
42,0,0.0,5.0,5.0,33,Maintain,0.9500000000000011
43,2,0.0,5.0,5.0,28,Maintain,0.8640000000000008
44,0,0.0,5.0,5.0,32,Maintain,0.609
45,2,0.0,5.0,5.0,79,Maintain,0.30400000000000027
46,0,-0.10000000000000009,2.8000000000000007,2.900000000000001,66,Accelerate,0.2870000000000008
25,1,0.0,5.0,5.0,80,Maintain,3.9959999999999996
26,1,-0.09999999999999964,4.4,4.5,176,Accelerate,3.5569999999999995
28,2,-0.09999999999999964,4.699999999999999,4.799999999999999,121,Accelerate,3.1819999999999995
29,0,-0.10000000000000009,2.9000000000000012,3.0000000000000013,111,Accelerate,2.7749999999999995
30,2,-0.10000000000000009,2.2000000000000006,2.3000000000000007,86,Accelerate,2.7569999999999997
31,2,0.0,0.1,0.1,24,Maintain,2.5699999999999994
32,0,-0.09999999999999998,0.30000000000000004,0.4,39,Accelerate,2.502
33,2,0.0,0.1,0.1,0,Maintain,2.1959999999999997
34,1,-0.10000000000000009,2.0000000000000004,2.1000000000000005,78,Accelerate,2.042
35,1,0.0,0.1,0.1,20,Maintain,1.7349999999999994
36,0,0.5,1.201615,0.7016150000000001,10,Slow down,1.5139999999999993
37,1,-0.09999999999999964,4.4,4.5,67,Accelerate,1.428
38,2,0.0,0.1,0.1,0,Maintain,1.3439999999999994
39,0,0.0,5.0,5.0,35,Maintain,1.1899999999999995
40,1,-0.10000000000000009,2.500000000000001,2.600000000000001,78,Accelerate,1.1389999999999993
41,2,0.0,0.1,0.1,0,Maintain,1.0869999999999997
42,0,0.0,5.0,5.0,33,Maintain,0.968
43,2,0.0,5.0,5.0,23,Maintain,0.8819999999999997
44,0,0.0,5.0,5.0,32,Maintain,0.6269999999999989
45,2,0.0,5.0,5.0,79,Maintain,0.3219999999999992
46,0,-0.10000000000000009,2.900000000000001,3.000000000000001,68,Accelerate,0.3049999999999997
25,1,0.0,5.0,5.0,80,Maintain,4.012999999999999
26,1,-0.09999999999999964,4.5,4.6,177,Accelerate,3.573999999999999
28,2,-0.09999999999999964,4.799999999999999,4.899999999999999,121,Accelerate,3.198999999999999
29,0,-0.10000000000000009,3.0000000000000013,3.1000000000000014,113,Accelerate,2.791999999999999
30,2,-0.10000000000000009,2.3000000000000007,2.400000000000001,89,Accelerate,2.773999999999999
31,2,0.0,0.1,0.1,26,Maintain,2.586999999999999
32,0,-0.09999999999999998,0.4,0.5,42,Accelerate,2.5189999999999992
33,2,0.0,0.1,0.1,0,Maintain,2.212999999999999
34,1,-0.10000000000000009,2.1000000000000005,2.2000000000000006,80,Accelerate,2.0589999999999993
35,1,0.0,0.1,0.1,22,Maintain,1.751999999999999
36,0,0.5995550000000001,0.7016150000000001,0.10206000000000004,9,Slow down,1.5309999999999988
37,1,-0.09999999999999964,4.5,4.6,63,Accelerate,1.4449999999999994
38,2,0.0,0.1,0.1,0,Maintain,1.3609999999999989
39,0,0.0,5.0,5.0,31,Maintain,1.206999999999999
40,1,-0.10000000000000009,2.600000000000001,2.700000000000001,79,Accelerate,1.1559999999999988
41,2,0.0,0.1,0.1,0,Maintain,1.1039999999999992
42,0,0.0,5.0,5.0,33,Maintain,0.9849999999999994
43,2,0.02287999999999979,5.0,4.97712,18,Slow down,0.8989999999999991
44,0,0.0,5.0,5.0,32,Maintain,0.6439999999999984
45,2,0.0,5.0,5.0,79,Maintain,0.33899999999999864
46,0,-0.10000000000000009,3.000000000000001,3.100000000000001,70,Accelerate,0.3219999999999992
47,0,0.13437500000000036,5.0,4.865625,15,Slow down,0.01699999999999946
25,1,0.0,5.0,5.0,80,Maintain,4.028999999999999
26,1,-0.09999999999999964,4.6,4.699999999999999,177,Accelerate,3.589999999999999
28,2,-0.09999999999999964,4.899999999999999,4.999999999999998,121,Accelerate,3.214999999999999
29,0,-0.10000000000000009,3.1000000000000014,3.2000000000000015,115,Accelerate,2.807999999999999
30,2,-0.10000000000000009,2.400000000000001,2.500000000000001,92,Accelerate,2.789999999999999
31,2,0.0,0.1,0.1,28,Maintain,2.602999999999999
32,0,-0.09999999999999998,0.5,0.6,45,Accelerate,2.5349999999999993
33,2,0.0,0.1,0.1,0,Maintain,2.228999999999999
34,1,-0.10000000000000009,2.2000000000000006,2.3000000000000007,83,Accelerate,2.0749999999999993
35,1,0.0,0.1,0.1,24,Maintain,1.767999999999999
36,0,0.002060000000000034,0.10206000000000004,0.1,9,Slow down,1.5469999999999988
37,1,-0.09999999999999964,4.6,4.699999999999999,58,Accelerate,1.4609999999999994
38,2,0.0,0.1,0.1,0,Maintain,1.376999999999999
39,0,0.0,5.0,5.0,26,Maintain,1.222999999999999
40,1,-0.10000000000000009,2.700000000000001,2.800000000000001,81,Accelerate,1.1719999999999988
41,2,0.0,0.1,0.1,0,Maintain,1.1199999999999992
42,0,0.0,5.0,5.0,33,Maintain,1.0009999999999994
43,2,0.25455499999999986,4.97712,4.722565,13,Slow down,0.9149999999999991
44,0,0.0,5.0,5.0,32,Maintain,0.6599999999999984
45,2,0.0,5.0,5.0,79,Maintain,0.35499999999999865
46,0,-0.10000000000000009,3.100000000000001,3.200000000000001,72,Accelerate,0.3379999999999992
47,0,0.25455499999999986,4.865625,4.61107,13,Slow down,0.032999999999999474
25,1,0.0,5.0,5.0,80,Maintain,4.044999999999999
26,1,-0.09999999999999964,4.699999999999999,4.799999999999999,177,Accelerate,3.605999999999999
28,2,-1.7763568394002505e-15,4.999999999999998,5.0,121,Accelerate,3.230999999999999
29,0,-0.10000000000000009,3.2000000000000015,3.3000000000000016,117,Accelerate,2.823999999999999
30,2,-0.10000000000000009,2.500000000000001,2.600000000000001,95,Accelerate,2.805999999999999
31,2,0.0,0.1,0.1,30,Maintain,2.618999999999999
32,0,-0.09999999999999998,0.6,0.7,47,Accelerate,2.5509999999999993
33,2,0.0,0.1,0.1,0,Maintain,2.244999999999999
34,1,-0.10000000000000009,2.3000000000000007,2.400000000000001,86,Accelerate,2.0909999999999993
35,1,0.0,0.1,0.1,26,Maintain,1.783999999999999
36,0,0.0,0.1,0.1,10,Maintain,1.5629999999999988
37,1,-0.09999999999999964,4.699999999999999,4.799999999999999,53,Accelerate,1.4769999999999994
38,2,0.0,0.1,0.1,0,Maintain,1.392999999999999
39,0,0.0,5.0,5.0,21,Maintain,1.238999999999999
40,1,-0.10000000000000009,2.800000000000001,2.9000000000000012,83,Accelerate,1.1879999999999988
41,2,0.0,0.1,0.1,0,Maintain,1.1359999999999992
42,0,0.0,5.0,5.0,33,Maintain,1.0169999999999995
43,2,0.7084799999999998,4.722565,4.014085000000001,8,Slow down,0.9309999999999992
44,0,0.0,5.0,5.0,32,Maintain,0.6759999999999984
45,2,0.0,5.0,5.0,79,Maintain,0.37099999999999866
46,0,-0.10000000000000009,3.200000000000001,3.300000000000001,74,Accelerate,0.3539999999999992
47,0,0.40945500000000035,4.61107,4.201614999999999,11,Slow down,0.04899999999999949
25,1,0.0,5.0,5.0,80,Maintain,4.062
26,1,-0.09999999999999964,4.799999999999999,4.899999999999999,177,Accelerate,3.623
28,2,0.0,5.0,5.0,121,Maintain,3.248
29,0,-0.10000000000000009,3.3000000000000016,3.4000000000000017,119,Accelerate,2.841
30,2,-0.10000000000000009,2.600000000000001,2.700000000000001,97,Accelerate,2.8230000000000004
31,2,-0.1,0.1,0.2,33,Accelerate,2.636
32,0,-0.09999999999999998,0.7,0.7999999999999999,49,Accelerate,2.569
33,2,0.0,0.1,0.1,0,Maintain,2.263
34,1,-0.10000000000000009,2.400000000000001,2.500000000000001,89,Accelerate,2.109
35,1,0.0,0.1,0.1,28,Maintain,1.8019999999999996
36,0,0.0,0.1,0.1,11,Maintain,1.5809999999999995
37,1,-0.09999999999999964,4.799999999999999,4.899999999999999,48,Accelerate,1.495
38,2,0.0,0.1,0.1,0,Maintain,1.4109999999999996
39,0,0.08767999999999976,5.0,4.91232,16,Slow down,1.2569999999999997
40,1,-0.10000000000000009,2.9000000000000012,3.0000000000000013,85,Accelerate,1.2059999999999995
41,2,0.0,0.1,0.1,0,Maintain,1.154
42,0,0.0,5.0,5.0,33,Maintain,1.0350000000000001
43,2,1.2492800000000006,4.014085000000001,2.764805,4,Slow down,0.9489999999999998
44,0,0.0,5.0,5.0,32,Maintain,0.6939999999999991
45,2,0.0,5.0,5.0,78,Maintain,0.38899999999999935
46,0,-0.10000000000000009,3.300000000000001,3.4000000000000012,76,Accelerate,0.3719999999999999
47,0,0.5,4.201614999999999,3.7016149999999994,10,Slow down,0.06700000000000017
48,2,0.0,5.0,5.0,60,Maintain,0.018000000000000682
25,1,0.0,5.0,5.0,80,Maintain,4.079
26,1,-0.09999999999999964,4.899999999999999,4.999999999999998,177,Accelerate,3.6399999999999997
28,2,0.0,5.0,5.0,121,Maintain,3.2649999999999997
29,0,-0.10000000000000009,3.4000000000000017,3.5000000000000018,121,Accelerate,2.8579999999999997
30,2,-0.10000000000000009,2.700000000000001,2.800000000000001,99,Accelerate,2.84
31,2,-0.10000000000000003,0.2,0.30000000000000004,36,Accelerate,2.6529999999999996
32,0,-0.09999999999999998,0.7999999999999999,0.8999999999999999,51,Accelerate,2.585
33,2,0.0,0.1,0.1,0,Maintain,2.279
34,1,-0.10000000000000009,2.500000000000001,2.600000000000001,92,Accelerate,2.125
35,1,0.0,0.1,0.1,30,Maintain,1.8179999999999996
36,0,0.0,0.1,0.1,12,Maintain,1.5969999999999995
37,1,-0.09999999999999964,4.899999999999999,4.999999999999998,43,Accelerate,1.5110000000000001
38,2,0.0,0.1,0.1,0,Maintain,1.4269999999999996
39,0,0.40945500000000035,4.91232,4.502865,11,Slow down,1.2729999999999997
40,1,-0.10000000000000009,3.0000000000000013,3.1000000000000014,87,Accelerate,1.2219999999999995
41,2,0.0,0.1,0.1,0,Maintain,1.17
42,0,0.0,5.0,5.0,33,Maintain,1.0510000000000002
43,2,1.7887549999999999,2.764805,0.9760500000000001,1,Slow down,0.9649999999999999
44,0,0.0,5.0,5.0,32,Maintain,0.7099999999999991
45,2,0.0,5.0,5.0,76,Maintain,0.40499999999999936
46,0,-0.10000000000000009,3.4000000000000012,3.5000000000000013,78,Accelerate,0.3879999999999999
47,0,0.5995550000000001,3.7016149999999994,3.1020599999999994,9,Slow down,0.08300000000000018
48,2,0.0,5.0,5.0,60,Maintain,0.034000000000000696
25,1,0.0,5.0,5.0,80,Maintain,4.097
26,1,-1.7763568394002505e-15,4.999999999999998,5.0,177,Accelerate,3.6580000000000004
28,2,0.0,5.0,5.0,121,Maintain,3.2830000000000004
29,0,-0.10000000000000009,3.5000000000000018,3.600000000000002,123,Accelerate,2.8760000000000003
30,2,-0.10000000000000009,2.800000000000001,2.9000000000000012,101,Accelerate,2.8580000000000005
31,2,-0.09999999999999998,0.30000000000000004,0.4,39,Accelerate,2.6710000000000003
32,0,-0.09999999999999998,0.8999999999999999,0.9999999999999999,53,Accelerate,2.6030000000000006
33,2,0.0,0.1,0.1,0,Maintain,2.2970000000000006
34,1,-0.10000000000000009,2.600000000000001,2.700000000000001,94,Accelerate,2.1430000000000007
35,1,-0.1,0.1,0.2,33,Accelerate,1.8360000000000003
36,0,0.0,0.1,0.1,13,Maintain,1.6150000000000002
37,1,-1.7763568394002505e-15,4.999999999999998,5.0,38,Accelerate,1.5290000000000008
38,2,0.0,0.1,0.1,0,Maintain,1.4450000000000003
39,0,0.95648,4.502865,3.546385,6,Slow down,1.2910000000000004
40,1,-0.10000000000000009,3.1000000000000014,3.2000000000000015,89,Accelerate,1.2400000000000002
41,2,0.0,0.1,0.1,0,Maintain,1.1880000000000006
42,0,0.0,5.0,5.0,33,Maintain,1.0690000000000008
43,2,0.8760500000000001,0.9760500000000001,0.1,0,Slow down,0.9830000000000005
44,0,0.0,5.0,5.0,32,Maintain,0.7279999999999998
45,2,0.0,5.0,5.0,72,Maintain,0.42300000000000004
46,0,-0.10000000000000009,3.5000000000000013,3.6000000000000014,80,Accelerate,0.4060000000000006
47,0,0.5995550000000001,3.1020599999999994,2.5025049999999993,9,Slow down,0.10100000000000087
48,2,0.0,5.0,5.0,60,Maintain,0.05200000000000138
25,1,0.0,5.0,5.0,80,Maintain,4.114999999999999
26,1,0.0,5.0,5.0,177,Maintain,3.6759999999999993
28,2,0.0,5.0,5.0,121,Maintain,3.3009999999999993
29,0,-0.10000000000000009,3.600000000000002,3.700000000000002,124,Accelerate,2.8939999999999992
30,2,-0.10000000000000009,2.9000000000000012,3.0000000000000013,103,Accelerate,2.8759999999999994
31,2,-0.09999999999999998,0.4,0.5,42,Accelerate,2.688999999999999
32,0,-0.09999999999999998,0.9999999999999999,1.0999999999999999,56,Accelerate,2.6209999999999996
33,2,0.0,0.1,0.1,0,Maintain,2.3149999999999995
34,1,-0.10000000000000009,2.700000000000001,2.800000000000001,96,Accelerate,2.1609999999999996
35,1,-0.10000000000000003,0.2,0.30000000000000004,36,Accelerate,1.8539999999999992
36,0,0.0,0.1,0.1,14,Maintain,1.6329999999999991
37,1,0.0,5.0,5.0,33,Maintain,1.5469999999999997
38,2,0.0,0.1,0.1,0,Maintain,1.4629999999999992
39,0,1.5940800000000002,3.546385,1.9523049999999997,2,Slow down,1.3089999999999993
40,1,-0.10000000000000009,3.2000000000000015,3.3000000000000016,91,Accelerate,1.2579999999999991
41,2,0.0,0.1,0.1,0,Maintain,1.2059999999999995
42,0,0.0,5.0,5.0,32,Maintain,1.0869999999999997
43,2,0.0,0.1,0.1,0,Maintain,1.0009999999999994
44,0,0.0,5.0,5.0,32,Maintain,0.7459999999999987
45,2,0.0,5.0,5.0,67,Maintain,0.44099999999999895
46,0,-0.10000000000000009,3.6000000000000014,3.7000000000000015,81,Accelerate,0.4239999999999995
47,0,0.5,2.5025049999999993,2.0025049999999993,10,Slow down,0.11899999999999977
48,2,0.0,5.0,5.0,60,Maintain,0.07000000000000028
25,1,0.0,5.0,5.0,80,Maintain,4.130999999999999
26,1,0.0,5.0,5.0,177,Maintain,3.6919999999999993
28,2,0.0,5.0,5.0,121,Maintain,3.3169999999999993
29,0,-0.10000000000000009,3.700000000000002,3.800000000000002,125,Accelerate,2.9099999999999993
30,2,-0.10000000000000009,3.0000000000000013,3.1000000000000014,105,Accelerate,2.8919999999999995
31,2,-0.09999999999999998,0.5,0.6,45,Accelerate,2.704999999999999
32,0,-0.10000000000000009,1.0999999999999999,1.2,59,Accelerate,2.6369999999999996
33,2,0.0,0.1,0.1,0,Maintain,2.3309999999999995
34,1,-0.10000000000000009,2.800000000000001,2.9000000000000012,98,Accelerate,2.1769999999999996
35,1,-0.09999999999999998,0.30000000000000004,0.4,39,Accelerate,1.8699999999999992
36,0,0.0,0.1,0.1,15,Maintain,1.6489999999999991
37,1,0.0,5.0,5.0,28,Maintain,1.5629999999999997
38,2,0.0,0.1,0.1,0,Maintain,1.4789999999999992
39,0,1.8523049999999996,1.9523049999999997,0.1,0,Slow down,1.3249999999999993
40,1,-0.10000000000000009,3.3000000000000016,3.4000000000000017,93,Accelerate,1.2739999999999991
41,2,0.0,0.1,0.1,0,Maintain,1.2219999999999995
42,0,0.0,5.0,5.0,29,Maintain,1.1029999999999998
43,2,0.0,0.1,0.1,0,Maintain,1.0169999999999995
44,0,0.0,5.0,5.0,32,Maintain,0.7619999999999987
45,2,0.0,5.0,5.0,62,Maintain,0.45699999999999896
46,0,-0.10000000000000009,3.7000000000000015,3.8000000000000016,82,Accelerate,0.4399999999999995
47,0,0.32767999999999997,2.0025049999999993,1.6748249999999993,12,Slow down,0.1349999999999998
48,2,0.0,5.0,5.0,60,Maintain,0.0860000000000003
25,1,0.0,5.0,5.0,80,Maintain,4.149
26,1,0.0,5.0,5.0,177,Maintain,3.71
28,2,0.0,5.0,5.0,121,Maintain,3.335
29,0,-0.10000000000000009,3.800000000000002,3.900000000000002,126,Accelerate,2.928
30,2,-0.10000000000000009,3.1000000000000014,3.2000000000000015,107,Accelerate,2.91
31,2,-0.09999999999999998,0.6,0.7,47,Accelerate,2.723
32,0,-0.10000000000000009,1.2,1.3,62,Accelerate,2.6550000000000002
33,2,0.0,0.1,0.1,1,Maintain,2.349
34,1,-0.10000000000000009,2.9000000000000012,3.0000000000000013,100,Accelerate,2.1950000000000003
35,1,-0.09999999999999998,0.4,0.5,42,Accelerate,1.888
36,0,0.0,0.1,0.1,16,Maintain,1.6669999999999998
37,1,0.0,5.0,5.0,23,Maintain,1.5810000000000004
38,2,0.0,0.1,0.1,0,Maintain,1.4969999999999999
39,0,0.0,0.1,0.1,0,Maintain,1.343
40,1,-0.10000000000000009,3.4000000000000017,3.5000000000000018,95,Accelerate,1.2919999999999998
41,2,0.0,0.1,0.1,0,Maintain,1.2400000000000002
42,0,0.0,5.0,5.0,24,Maintain,1.1210000000000004
43,2,0.0,0.1,0.1,0,Maintain,1.0350000000000001
44,0,0.0,5.0,5.0,32,Maintain,0.7799999999999994
45,2,0.0,5.0,5.0,57,Maintain,0.47499999999999964
46,0,-0.10000000000000009,3.8000000000000016,3.9000000000000017,83,Accelerate,0.4580000000000002
47,0,0.19008000000000003,1.6748249999999993,1.4847449999999993,14,Slow down,0.15300000000000047
48,2,0.0,5.0,5.0,60,Maintain,0.10400000000000098
25,1,0.0,5.0,5.0,80,Maintain,4.165
26,1,0.0,5.0,5.0,177,Maintain,3.726
28,2,0.0,5.0,5.0,121,Maintain,3.351
29,0,-0.09999999999999964,3.900000000000002,4.000000000000002,127,Accelerate,2.944
30,2,-0.10000000000000009,3.2000000000000015,3.3000000000000016,109,Accelerate,2.926
31,2,-0.09999999999999998,0.7,0.7999999999999999,49,Accelerate,2.739
32,0,-0.10000000000000009,1.3,1.4000000000000001,65,Accelerate,2.6710000000000003
33,2,0.0,0.1,0.1,2,Maintain,2.365
34,1,-0.10000000000000009,3.0000000000000013,3.1000000000000014,102,Accelerate,2.2110000000000003
35,1,-0.09999999999999998,0.5,0.6,45,Accelerate,1.904
36,0,0.0,0.1,0.1,17,Maintain,1.6829999999999998
37,1,0.02287999999999979,5.0,4.97712,18,Slow down,1.5970000000000004
38,2,0.0,0.1,0.1,0,Maintain,1.513
39,0,0.0,0.1,0.1,0,Maintain,1.359
